,Facility Name,Categories,Zipcode,Lat,Lng
219,"Lynn Starker Blyth, Ph.D.","['healthcare', 'healthcare.clinic_or_praxis']",80222.0,39.6834803,-104.9384237
220,Gastroenterology of the Rockies,"['healthcare', 'healthcare.clinic_or_praxis', 'healthcare.clinic_or_praxis.gastroenterology']",80233.0,39.9123508,-104.9840384
221,Colorado Orthopedic Consultants,"['healthcare', 'healthcare.clinic_or_praxis']",80012.0,39.6910829,-104.832674
222,King Soopers Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80111.0,39.6264181,-104.883651
223,Colorado Pain Care,"['healthcare', 'healthcare.clinic_or_praxis']",80222.0,39.6686061,-104.939594
224,Aspen Dental,"['healthcare', 'healthcare.dentist']",80206.0,39.7174892,-104.947646
225,Highlands Dental,"['healthcare', 'healthcare.dentist']",80129.0,39.5358047,-105.014134
226,Northstar Dental,"['healthcare', 'healthcare.dentist']",80401.0,39.7303385,-105.1290247
227,"303 Dental Group Amy Roberts DDS, PLLC","['healthcare', 'healthcare.dentist']",80129.0,39.5577879,-104.991976
228,Yang Chinese Acupuncture & Herbs,['healthcare'],80247.0,39.6755251,-104.868906
229,Foothills Family Practice,"['healthcare', 'healthcare.clinic_or_praxis']",80210.0,39.6702227,-104.977472
230,Associates of Otolaryngology,"['healthcare', 'healthcare.clinic_or_praxis']",80210.0,39.6701197,-104.9779708
231,Corson Dentistry,"['healthcare', 'healthcare.dentist']",80222.0,39.6676537,-104.927297
232,Chiropractic Works North,['healthcare'],80260.0,39.8486022,-104.9894893
233,"Kim Schurman, MD","['healthcare', 'healthcare.clinic_or_praxis']",80222.0,39.6744668,-104.9320291
234,Better Health Acupuncture & Chinese Medicine,['healthcare'],80033.0,39.7726195,-105.0969245
235,Dale W. Hudson D.D.S.,"['healthcare', 'healthcare.dentist']",80231.0,39.6560576,-104.8674175
236,Kabel Chiropractic,['healthcare'],80129.0,39.5371127,-105.014036
237,The Fitness LAB,"['healthcare', 'wheelchair', 'wheelchair.yes']",80130.0,39.5260567,-104.939796
238,CVS Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80129.0,39.5497391,-105.00493
239,Chiro-One Health Center LLC,['healthcare'],80012.0,39.6880531,-104.867878
240,Compound Pharmacy & Medical Supply,"['commercial', 'commercial.health_and_beauty', 'commercial.health_and_beauty.medical_supply', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80012.0,39.6882253,-104.867888
241,Renew Movement,['healthcare'],80027.0,39.9801306,-105.1289511
242,One Stop Health Care,"['healthcare', 'healthcare.clinic_or_praxis']",80014.0,39.6789013,-104.865031
243,Dove Valley Dentistry,"['healthcare', 'healthcare.dentist']",80112.0,39.5753984,-104.80843
244,King Soopers Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80014.0,39.6606382,-104.844662
245,Peak Dental Health,"['healthcare', 'healthcare.dentist']",80020.0,39.9156809,-105.0651697
246,Aurora Village Dental Group,"['healthcare', 'healthcare.dentist']",80231.0,39.6763543,-104.871557
247,Aurora Dentist Office,"['healthcare', 'healthcare.dentist']",80014.0,39.6605014,-104.846685
248,L Town Dental,"['healthcare', 'healthcare.dentist']",80026.0,39.9873798,-105.11833
249,Dental Aid,"['healthcare', 'healthcare.dentist']",80027.0,39.98698667200678,-105.13262386611622
250,Cherry Creek Modern Dentistry,"['healthcare', 'healthcare.dentist']",80246.0,39.6961823,-104.940267
251,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80205.0,39.7666087,-104.941046
252,Hearthside Dentistry,"['healthcare', 'healthcare.dentist']",80023.0,39.9970542,-104.973895
253,King Soopers,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80020.0,39.9332807,-105.088101
254,Emergency Foot Care PC,"['healthcare', 'healthcare.clinic_or_praxis']",80113.0,39.6538364,-104.980473
255,Alto Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80203.0,39.7312208,-104.9879685
256,Espire Dental,"['healthcare', 'healthcare.dentist']",80237.0,39.6285919,-104.895303
257,Revive Chiropractic,['healthcare'],80214.0,39.7473449,-105.0551241
258,The Root Acupuncture,"['healthcare', 'healthcare.hospital']",80228.0,39.6828034,-105.1560498
259,Valley Modern Dentists,"['healthcare', 'healthcare.dentist']",80015.0,39.6381297,-104.7910983
260,Southglenn Eyecare,"['healthcare', 'wheelchair', 'wheelchair.yes']",80121.0,39.5961993,-104.9632515
261,Integrative Health and Rehabilitation,['healthcare'],80212.0,39.7825098,-105.0618192
262,Reunion Rehabilitation Hospital Denver,"['healthcare', 'healthcare.hospital']",80238.0,39.7814708,-104.8822514
263,Encompass Health Rehab Hospital Of Littleton,"['healthcare', 'healthcare.hospital']",80120.0,39.5745418,-105.0000982
264,PAM Health Rehabilitation Hospital of Westminster,"['healthcare', 'healthcare.hospital']",80020.0,39.8874695,-105.0683388
265,Mountain Top Eyecare,['healthcare'],80026.0,39.9857207,-105.0971893
266,Pedal Fit PT,['healthcare'],80403.0,39.7687156,-105.2346677
267,Dentists of Littleton,"['healthcare', 'healthcare.dentist']",80122.0,39.5834695,-104.9877341
268,Devereux Cleo Wallace,"['healthcare', 'healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",80021.0,39.8825824,-105.09108738696943
269,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80401.0,39.73841685,-105.19590341458334
270,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80020.0,39.92258715,-105.09004204553209
271,Highlands Behavioral Health,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",80130.0,39.5628017,-104.90767495146322
272,Kaiser Permanente Brighton Medical Offices,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.clinic_or_praxis']",80601.0,39.9733361,-104.81875854716309
273,Fillmore Building,"['building', 'building.commercial', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.hospital']",80206.0,39.742720950000006,-104.9538287108666
274,Advanced Dental on Smoky Hill Road,"['building', 'building.commercial', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80015.0,39.60902335,-104.74415107882484
275,Dental Center (Dr Phillip Hom),"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.dentist']",80011.0,39.7291585,-104.84688905
276,Comfort Dental,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.dentist']",80231.0,39.653635,-104.88733999975378
277,Clyde Bowden DDS,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.dentist']",80012.0,39.71136675,-104.817236
278,Lakewood Family Dentistry,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.dentist']",80214.0,39.73828365,-105.08287149441102
279,Kindred Hospital Denver,"['healthcare', 'healthcare.hospital']",80218.0,39.74628,-104.9644468
280,Community Medical Center,"['healthcare', 'healthcare.clinic_or_praxis']",80026.0,39.9865296,-105.10263662181006
281,Saint Anthony Medical Plaza 1,"['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",80228.0,39.71688505,-105.13002403043645
282,Saint Anthony Medical Plaza 2,"['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",80228.0,39.7155387,-105.1300262
283,Saint Anthony Medical Plaza 3,"['building', 'building.healthcare', 'healthcare', 'healthcare.hospital']",80228.0,39.71221405,-105.12996493869944
284,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80260.0,39.849491,-105.00677453917127
285,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy', 'wheelchair', 'wheelchair.yes']",80013.0,39.67653555,-104.77133850357887
286,Bridges Health and Wellness,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80033.0,39.7690203,-105.0876964
287,Highlands Behavioral Health,"['healthcare', 'healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",80130.0,39.5626868,-104.90790666483892
288,Mountain Ridge Dental Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80516.0,40.00069055,-105.01444794356574
289,University Of Colorado Physicians,"['healthcare', 'healthcare.clinic_or_praxis']",80230.0,39.7185267,-104.893669
290,CVS Pharmacy,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80134.0,39.53315585,-104.79277145
291,Saddle Rock Institute,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80016.0,39.58346825,-104.72208778609136
292,Complete Care Chiropractic,"['healthcare', 'healthcare.clinic_or_praxis']",80026.0,39.9873737,-105.107114
293,Upstander Chiropractics,['healthcare'],80027.0,39.9873403,-105.1300226
294,"Alan Reisman, DDS","['healthcare', 'healthcare.dentist']",80027.0,39.9877498,-105.1295984
295,The Dental Shoppe,"['healthcare', 'healthcare.dentist']",80026.0,39.9996439,-105.1036773
296,Safeway,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80228.0,39.6814936,-105.122759
297,Target Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80016.0,39.5916874,-104.8039715
298,King Soopers Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80016.0,39.6004404,-104.8027262
299,King Soopers Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",,39.8862506,-104.8121533
300,"Medicine Man Medical Market, LLC","['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80246.0,39.7084346,-104.9304801
301,King Soopers Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80246.0,39.7082009,-104.9320813
302,"CK Counseling, LLC",['healthcare'],80111.0,39.6140214,-104.8973913
303,Rocky Mountain Urgent Care,"['healthcare', 'healthcare.clinic_or_praxis']",80022.0,39.884798,-104.7747016
304,Reunion Dental Care,"['healthcare', 'healthcare.dentist']",80022.0,39.8848023,-104.7749736
305,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80010.0,39.7406522,-104.865046
306,Walmart Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80012.0,39.7022533,-104.825611
307,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80113.0,39.6534896,-104.9819758
308,Swedish Cancer Care Center,"['healthcare', 'healthcare.clinic_or_praxis']",80113.0,39.6533017,-104.9784539
309,CVS Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80110.0,39.6503698,-105.006124
310,"Indian Tree Chiropractic, P.C.","['healthcare', 'healthcare.clinic_or_praxis']",80003.0,39.8395665,-105.0807
311,Rutledge Psychiatry,"['healthcare', 'healthcare.clinic_or_praxis', 'healthcare.clinic_or_praxis.psychiatry']",80127.0,39.5686517,-105.112855
312,Saint Joseph Hospital Cancer Centers of Colorado,"['healthcare', 'healthcare.clinic_or_praxis']",80218.0,39.745379,-104.9728574
313,Rodeo Dental,"['healthcare', 'healthcare.dentist']",80012.0,39.696171,-104.8126526
314,"Dental, Vision & <something>","['healthcare', 'healthcare.dentist']",80212.0,39.769736,-105.0554944
315,Littleton Foot and Ankle Clinic,"['healthcare', 'healthcare.clinic_or_praxis']",80127.0,39.5666361,-105.1111902
316,Safeway,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80211.0,39.7554718,-105.024523
317,North Suburban Medical Center - Northwest ER,"['healthcare', 'healthcare.clinic_or_praxis']",80020.0,39.900272,-105.0540542
318,Chiropractor,['healthcare'],80011.0,39.7417114,-104.8111067
319,Perfect Teeth,"['healthcare', 'healthcare.dentist']",80020.0,39.9130767,-105.0710155
320,Kid's Dental,"['healthcare', 'healthcare.dentist']",80220.0,39.7404181,-104.8961541
321,Holistic Bodyworks LLC,['healthcare'],80212.0,39.7721142,-105.043866
322,Redd Orthodontics,"['healthcare', 'healthcare.dentist', 'healthcare.dentist.orthodontics']",80126.0,39.546156,-104.9445396
323,Highlands Ranch Dental Group,"['healthcare', 'healthcare.dentist']",80126.0,39.5461954,-104.9444916
324,Safeway,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80211.0,39.7763492,-105.036768
325,Health Unit,"['healthcare', 'healthcare.hospital']",80225.0,39.7173623,-105.116451
326,Integrated Ear Nose and Throat,"['healthcare', 'healthcare.clinic_or_praxis']",80124.0,39.5318365,-104.874437
327,Greenwood Chiropractic Clinic,['healthcare'],80121.0,39.6078351,-104.959425
328,Perfect Teeth,"['healthcare', 'healthcare.dentist']",80249.0,39.7850228,-104.7691892
329,Metro Urgent Care,"['healthcare', 'healthcare.clinic_or_praxis']",80012.0,39.6860615,-104.868583
330,Dr Jay Megard OD,"['healthcare', 'healthcare.clinic_or_praxis']",80224.0,39.7018572,-104.9123851
331,MetroUrgent Care,"['healthcare', 'healthcare.clinic_or_praxis']",80224.0,39.7017979,-104.9117953
332,Smile Doctors Braces,"['healthcare', 'healthcare.dentist', 'healthcare.dentist.orthodontics']",80126.0,39.5456051,-104.9475856
333,Highlands Ranch Smiles,"['healthcare', 'healthcare.dentist']",80126.0,39.5442314,-104.9467291
334,Premier Chiropractic & Natural Medicine,"['healthcare', 'wheelchair', 'wheelchair.yes']",80126.0,39.5251236,-104.940831
335,Rock Canyon Dental Care,"['healthcare', 'healthcare.dentist', 'wheelchair', 'wheelchair.yes']",80130.0,39.5258824,-104.939998
336,PinPoint Wellness,['healthcare'],80026.0,39.9876116,-105.1075121
337,Great Looks Dentist,"['healthcare', 'healthcare.dentist']",80247.0,39.7077039,-104.874709
338,Heritage Dental,"['healthcare', 'healthcare.dentist']",80122.0,39.5664487,-104.921697
339,CSL Plasma,['healthcare'],80004.0,39.814088,-105.1304889
340,Highlands Ranch Dental,"['healthcare', 'healthcare.dentist']",80126.0,39.5423267,-104.9454138
341,City Center Dental Group,"['healthcare', 'healthcare.dentist']",80110.0,39.6546795,-104.996252
342,Amplify Chiropractic,['healthcare'],80123.0,39.6150152,-105.0963778
343,Metro Urgent Care,"['healthcare', 'healthcare.clinic_or_praxis']",80023.0,39.9573372,-105.0375716
344,National Jewish Health Highlands Ranch,"['healthcare', 'healthcare.clinic_or_praxis', 'internet_access']",80130.0,39.5597282,-104.9081482
345,Kings Soopers,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80027.0,39.988136,-105.124417
346,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80249.0,39.7831061,-104.770853
347,KidsFirst Pediatrics,"['healthcare', 'healthcare.clinic_or_praxis']",80226.0,39.7181855,-105.0811202
348,CareNow Urgent Care,"['healthcare', 'healthcare.clinic_or_praxis']",80235.0,39.6382689,-105.0822226
349,AFC Urgent Care Denver Five Points,"['healthcare', 'healthcare.clinic_or_praxis']",80205.0,39.76190696771457,-104.97335352959055
350,SCL Health Family Medicine,"['healthcare', 'healthcare.clinic_or_praxis']",80026.0,39.9668517,-105.0894572
351,Walgreens,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80134.0,39.5360676,-104.768735
352,Walmart Pharmacy,"['commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80110.0,39.6559212,-104.9954331
353,Otto Chiropractic,['healthcare'],80015.0,39.6402855,-104.7909871
354,Caraway Orthodontics,"['healthcare', 'healthcare.dentist', 'healthcare.dentist.orthodontics']",80027.0,39.9880528,-105.1330715
355,Louisville Dental Associates,"['healthcare', 'healthcare.dentist']",80027.0,39.9880086,-105.1332325
356,MD Accident & Injury Center,['healthcare'],80017.0,39.6957815,-104.8124249
357,Centennial Medical Center,"['healthcare', 'healthcare.clinic_or_praxis']",80112.0,39.5924158,-104.8474807
358,Comfort Dental,"['healthcare', 'healthcare.dentist']",80260.0,39.8841517,-105.022894
359,The Denver Hospice,['healthcare'],80031.0,39.8620859,-105.0519774
360,Northview Dental,"['healthcare', 'healthcare.dentist']",80031.0,39.8620254,-105.0520789
361,Concentra,"['healthcare', 'healthcare.clinic_or_praxis']",80239.0,39.7652207,-104.8105764
362,Hilltop Dental Group,"['healthcare', 'healthcare.dentist']",80246.0,39.7088884,-104.9283344
363,Risas Dental and Braces,"['healthcare', 'healthcare.dentist', 'healthcare.dentist.orthodontics']",80010.0,39.7403803,-104.854352
364,Family Medicine,"['healthcare', 'healthcare.clinic_or_praxis']",80012.0,39.6958673,-104.837465
365,Aurora Family Dentistry,"['healthcare', 'healthcare.dentist']",80011.0,39.739232,-104.8279259
366,Lowry modern dentistry,"['healthcare', 'healthcare.dentist']",80230.0,39.7176676,-104.9042243
367,Ladner Facial Plastic Surgery,"['healthcare', 'healthcare.clinic_or_praxis']",80111.0,39.6232625,-104.893742
368,"Dr. Michele M. Orchard, D.C.",['healthcare'],80017.0,39.7063164,-104.8093449
369,Veros Health,"['healthcare', 'healthcare.clinic_or_praxis']",80015.0,39.6315772,-104.8086285
370,Eye Envy Vision,['healthcare'],80017.0,39.7035812,-104.7898569
371,Block Buster,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80026.0,40.01631545,-105.10029665843422
372,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial', 'commercial.chemist', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80126.0,39.54585035,-104.94487438404886
373,Thornton Medical Center,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80233.0,39.91651185,-104.97279876130705
374,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80233.0,39.91335175,-104.97728730468992
375,Kaiser Permanente,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80004.0,39.78266725,-105.13956225436802
376,My Kid's Dentist,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80027.0,39.957356950000005,-105.16951384670924
377,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy', 'wheelchair', 'wheelchair.yes']",80130.0,39.5284386,-104.94112836910978
378,Golden Kids Dental & Orthodontics,"['building', 'building.commercial', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80401.0,39.746433,-105.2090187143326
379,Southlands Physicians,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80016.0,39.60641555,-104.71186363378824
380,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80016.0,39.59646035,-104.70549364968817
381,Comfort Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80401.0,39.7405336,-105.19773707635134
382,Fresenius Kidney Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80238.0,39.7670345,-104.89936464097684
383,Children's Medicaid Dental,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80226.0,39.69520885,-105.08112883508474
384,Alameda Chiropractic Care,"['building', 'building.healthcare', 'healthcare']",80232.0,39.69422405,-105.08125841040822
385,Perfect Teeth,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80232.0,39.6818893,-105.08576111100842
386,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80219.0,39.6890538,-105.02573543691668
387,Planned Parenthood Park Hill Health Center,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80207.0,39.7697973,-104.9048516091384
388,Concentra Urgent Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80216.0,39.8013806,-104.98198036004705
389,Avantara Crown Point,"['building', 'building.healthcare', 'healthcare']",80138.0,39.549849,-104.76590946589286
390,Kidney Center of Arvada,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80002.0,39.7921972,-105.07882026732378
391,AFC Urgent Care,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.clinic_or_praxis']",80114.0,39.59471205,-104.896544
392,Corson Dentistry,"['building', 'building.commercial', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.dentist']",80134.0,39.5469421,-104.77401764791124
393,Centennial Peaks Hospital,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis.psychiatry', 'healthcare.hospital']",80027.0,39.9520439,-105.14832888548916
394,Healing Way,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.clinic_or_praxis']",80224.0,39.6534099,-104.90792468889164
395,Cherry Hills Dental,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.dentist']",80224.0,39.6539103,-104.90909467634488
396,Platte Valley Medical Offices,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80603.0,39.96385595,-104.76859075045002
397,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80262.0,39.7398959,-104.92659280032116
398,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80602.0,39.9435609,-104.94109978727404
399,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80020.0,39.91302098285595,-105.05280527290849
400,Parkside-Your Healing Place,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.clinic_or_praxis']",80224.0,39.65260575,-104.90646045
401,Tamarac Wellness Center,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.clinic_or_praxis', 'wheelchair', 'wheelchair.limited']",80224.0,39.6526725,-104.90606655
402,Collier Hospice Center,"['building', 'building.healthcare', 'healthcare']",80003.0,39.762776650000006,-105.09006616628056
403,Dragon's Den,"['building', 'building.healthcare', 'healthcare']",80113.0,39.6508867,-104.97694948590426
404,Apollonian Dental Building,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.dentist']",80012.0,39.71083765,-104.84767285222046
405,,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80012.0,39.7045617,-104.8170654168356
406,Comfort Dental,"['building', 'building.commercial', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80016.0,39.6092067,-104.8109302211669
407,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80234.0,39.92803165,-105.01619174972174
408,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80128.0,39.56681205,-105.08018515564537
409,Synergy Aesthetics & Wellness,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80134.0,39.52634,-104.77172277326989
410,Christine Theroux DDS,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80134.0,39.52005815,-104.77135140372778
411,MD Aesthetics and body Sculpting,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80134.0,39.5350229,-104.7712081125448
412,Broomfield Family Practice,"['building', 'building.commercial', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80020.0,39.9219215,-105.0864649020993
413,Comfort Dental,"['building', 'building.healthcare', 'building.office', 'healthcare', 'healthcare.dentist']",80226.0,39.7106469,-105.07253527482948
414,Kaiser Permanente Rock Creek,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80026.0,39.9694794,-105.08623526534566
415,Avista Medical Center,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80027.0,39.9515113,-105.1525318294206
416,Boulder Medical Center,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80027.0,39.95111485,-105.15279044470468
417,Northeast Emergency Room Campus,"['healthcare', 'healthcare.hospital']",80602.0,39.92759215,-104.92323478366131
418,Kaiser Permanente,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80234.0,39.9019071,-104.99757989541976
419,Colorado Mental Health Institute-Fort Logan,"['healthcare', 'healthcare.hospital']",80236.0,39.641285,-105.034208
420,Denver West Surgery Center,"['healthcare', 'healthcare.hospital']",80410.0,39.7464202,-105.1529788
421,VA Clinic,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80401.0,39.73386715,-105.1990254169796
422,Arvada Smiles Dentistry,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80002.0,39.79085765000001,-105.07931665208986
423,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80219.0,39.71082615,-105.02458909874912
424,CareNow Urgent Care - Aurora,"['building', 'building.commercial', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80015.0,39.6147658,-104.81496385328376
425,Cornerstar Healthcare Plaza,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80016.0,39.59077675,-104.8005347831313
426,Walgreens,"['building', 'building.commercial', 'building.healthcare', 'commercial.health_and_beauty', 'commercial.health_and_beauty.pharmacy', 'healthcare', 'healthcare.pharmacy']",80015.0,39.62531615,-104.7907081025619
427,Emergency One Urgent Care,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80020.0,39.9002623,-105.054051531439
428,Broomfield Dental Group,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80020.0,39.9322262,-105.0883900595398
429,UCHealth Primary Care,"['building', 'building.commercial', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis', 'healthcare.clinic_or_praxis.general']",80020.0,39.9339711,-105.09002817477976
430,Advanced Urgent Care & Occupational Medicine,"['building', 'building.healthcare', 'healthcare', 'healthcare.clinic_or_praxis']",80020.0,39.933337300000005,-105.0897177289855
431,Family Dentistry,"['building', 'building.healthcare', 'healthcare', 'healthcare.dentist']",80020.0,39.9314818,-105.0902438209866
